Dataset: ;Last updated: ;Time frequency;Tenure status;Unit of measure;Time;HHCOMP (Labels);Region;Year;Value
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen;Household composed of lone mother with at least one resident child under 25 years;79543
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen;Household composed of two-or-more-family nucleus;4509
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen;One-person household;669047
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Total;522912
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of married couple;159382
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of married couple with at least one resident child under 25 years;39818
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of couple in registered partnership;173
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of couple in registered partnership with at least one resident child under 25 years;34
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of couple in consensual union;54018
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of couple in consensual union with at least one resident child under 25 years;23879
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of lone father living with at least one child;3833
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of lone father with at least one resident child 25 years or older;911
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of lone mother with at least one resident child under 25 years;30481
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;Household composed of two-or-more-family nucleus;1752
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Dresden;One-person household;255194
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Total;469984
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of married couple;153311
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of married couple with at least one resident child under 25 years;36787
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of couple in registered partnership;89
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of couple in registered partnership with at least one resident child under 25 years;12
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of couple in consensual union;41853
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of couple in consensual union with at least one resident child under 25 years;18930
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of lone father living with at least one child;3539
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of lone father with at least one resident child 25 years or older;876
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of lone mother with at least one resident child under 25 years;26604
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;Household composed of two-or-more-family nucleus;1668
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Chemnitz;One-person household;231076
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Total;355375
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of married couple;98580
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of married couple with at least one resident child under 25 years;24547
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of couple in registered partnership;240
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of couple in registered partnership with at least one resident child under 25 years;35
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of couple in consensual union;34184
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of couple in consensual union with at least one resident child under 25 years;14485
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of lone father living with at least one child;2658
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of lone father with at least one resident child 25 years or older;509
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of lone mother with at least one resident child under 25 years;22458
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;Household composed of two-or-more-family nucleus;1089
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Leipzig;One-person household;182777
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Total;645116
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of married couple;188486
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of married couple with at least one resident child under 25 years;44510
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in registered partnership;194
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in registered partnership with at least one resident child under 25 years;32
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in consensual union;56571
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in consensual union with at least one resident child under 25 years;25624
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of lone father living with at least one child;5691
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of lone father with at least one resident child 25 years or older;1289
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of lone mother with at least one resident child under 25 years;45842
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of two-or-more-family nucleus;3029
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;One-person household;322470
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Total;645116
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of married couple;188486
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of married couple with at least one resident child under 25 years;44510
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in registered partnership;194
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in registered partnership with at least one resident child under 25 years;32
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in consensual union;56571
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of couple in consensual union with at least one resident child under 25 years;25624
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of lone father living with at least one child;5691
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of lone father with at least one resident child 25 years or older;1289
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of lone mother with at least one resident child under 25 years;45842
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;Household composed of two-or-more-family nucleus;3029
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Sachsen-Anhalt;One-person household;322470
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Total;638169
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of married couple;178083
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of married couple with at least one resident child under 25 years;69871
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of couple in registered partnership;450
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of couple in registered partnership with at least one resident child under 25 years;50
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of couple in consensual union;60038
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of couple in consensual union with at least one resident child under 25 years;16741
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of lone father living with at least one child;6161
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of lone father with at least one resident child 25 years or older;1062
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of lone mother with at least one resident child under 25 years;44601
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of two-or-more-family nucleus;5096
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;One-person household;319300
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Total;638169
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of married couple;178083
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of married couple with at least one resident child under 25 years;69871
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of couple in registered partnership;450
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of couple in registered partnership with at least one resident child under 25 years;50
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of couple in consensual union;60038
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of couple in consensual union with at least one resident child under 25 years;16741
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of lone father living with at least one child;6161
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of lone father with at least one resident child 25 years or older;1062
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of lone mother with at least one resident child under 25 years;44601
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;Household composed of two-or-more-family nucleus;5096
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Schleswig-Holstein;One-person household;319300
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Total;564003
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of married couple;161178
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of married couple with at least one resident child under 25 years;40690
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of couple in registered partnership;153
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of couple in registered partnership with at least one resident child under 25 years;19
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of couple in consensual union;52136
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of couple in consensual union with at least one resident child under 25 years;22611
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of lone father living with at least one child;5151
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of lone father with at least one resident child 25 years or older;1315
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of lone mother with at least one resident child under 25 years;39938
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of two-or-more-family nucleus;2602
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;One-person household;280487
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Total;564003
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of married couple;161178
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of married couple with at least one resident child under 25 years;40690
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of couple in registered partnership;153
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of couple in registered partnership with at least one resident child under 25 years;19
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of couple in consensual union;52136
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of couple in consensual union with at least one resident child under 25 years;22611
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of lone father living with at least one child;5151
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of lone father with at least one resident child 25 years or older;1315
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of lone mother with at least one resident child under 25 years;39938
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;Household composed of two-or-more-family nucleus;2602
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Thüringen;One-person household;280487
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 1;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of lone father living with at least one child;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of lone father with at least one resident child 25 years or older;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of lone mother with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;Household composed of two-or-more-family nucleus;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Tenant;Number;2011;Total;Extra-Regio NUTS 2;One-person household;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Germany (until 1990 former territory of the FRG);Total;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of married couple;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of married couple with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of couple in registered partnership;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of couple in registered partnership with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of couple in consensual union;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of couple in consensual union with at least one resident child under 25 years;0
Private households by type, tenure status and NUTS 2 region [CENS_11HTTS_R2__custom_6393112];23/04/2015 23:00;Annual;Other;Number;2011;Total;Germany (until 1990 former territory of the FRG);Household composed of lone father living with at least one child;0
