city_name,city_code,age,sex,measurement_date,name,value,unit
Ipeiros,EL54,Less than 65 years,Females,2013,Chronic lower respiratory diseases,0.0,Rate
Ipeiros,EL54,Less than 65 years,Females,2014,Chronic lower respiratory diseases,0.0,Rate
Ipeiros,EL54,Less than 65 years,Females,2015,Chronic lower respiratory diseases,0.73,Rate
Ipeiros,EL54,Less than 65 years,Females,2016,Chronic lower respiratory diseases,0.66,Rate
Ipeiros,EL54,Less than 65 years,Females,2017,Chronic lower respiratory diseases,0.0,Rate
Ipeiros,EL54,Less than 65 years,Females,2018,Chronic lower respiratory diseases,0.78,Rate
Ipeiros,EL54,Less than 65 years,Females,2019,Chronic lower respiratory diseases,0.0,Rate
Ipeiros,EL54,Less than 65 years,Females,2020,Chronic lower respiratory diseases,0.76,Rate
Ipeiros,EL54,Less than 65 years,Females,2013,Asthma and status asthmaticus,0.0,Rate
Ipeiros,EL54,Less than 65 years,Females,2014,Asthma and status asthmaticus,0.0,Rate
Ipeiros,EL54,Less than 65 years,Females,2015,Asthma and status asthmaticus,0.0,Rate
Ipeiros,EL54,Less than 65 years,Females,2016,Asthma and status asthmaticus,0.0,Rate
Ipeiros,EL54,Less than 65 years,Females,2018,Asthma and status asthmaticus,0.0,Rate
Ipeiros,EL54,Total,Males,2013,All causes of death (A00-Y89) excluding S00-T98,1051.31,Rate
Ipeiros,EL54,Total,Males,2014,All causes of death (A00-Y89) excluding S00-T98,982.05,Rate
Ipeiros,EL54,Total,Males,2015,All causes of death (A00-Y89) excluding S00-T98,1031.28,Rate
Ipeiros,EL54,Total,Males,2016,All causes of death (A00-Y89) excluding S00-T98,978.59,Rate
Ipeiros,EL54,Total,Males,2017,All causes of death (A00-Y89) excluding S00-T98,986.95,Rate
Ipeiros,EL54,Total,Males,2018,All causes of death (A00-Y89) excluding S00-T98,935.21,Rate
Ipeiros,EL54,Total,Males,2019,All causes of death (A00-Y89) excluding S00-T98,953.14,Rate
Ipeiros,EL54,Total,Males,2020,All causes of death (A00-Y89) excluding S00-T98,954.28,Rate
Ipeiros,EL54,Total,Males,2013,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",21.3,Rate
Ipeiros,EL54,Total,Males,2014,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",18.3,Rate
Ipeiros,EL54,Total,Males,2015,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",21.3,Rate
Ipeiros,EL54,Total,Males,2016,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",15.45,Rate
Ipeiros,EL54,Total,Males,2017,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",17.87,Rate
Ipeiros,EL54,Total,Males,2018,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",19.65,Rate
Ipeiros,EL54,Total,Males,2019,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",13.93,Rate
Ipeiros,EL54,Total,Males,2020,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",24.49,Rate
Ipeiros,EL54,Total,Males,2013,"Malignant neoplasm of trachea, bronchus and lung",102.52,Rate
Ipeiros,EL54,Total,Males,2014,"Malignant neoplasm of trachea, bronchus and lung",106.91,Rate
Ipeiros,EL54,Total,Males,2015,"Malignant neoplasm of trachea, bronchus and lung",99.59,Rate
Ipeiros,EL54,Total,Males,2016,"Malignant neoplasm of trachea, bronchus and lung",91.04,Rate
Ipeiros,EL54,Total,Males,2017,"Malignant neoplasm of trachea, bronchus and lung",103.21,Rate
Ipeiros,EL54,Total,Males,2018,"Malignant neoplasm of trachea, bronchus and lung",90.76,Rate
Ipeiros,EL54,Total,Males,2019,"Malignant neoplasm of trachea, bronchus and lung",94.93,Rate
Ipeiros,EL54,Total,Males,2020,"Malignant neoplasm of trachea, bronchus and lung",96.47,Rate
Ipeiros,EL54,Total,Males,2013,Malignant melanoma of skin,2.66,Rate
Ipeiros,EL54,Total,Males,2014,Malignant melanoma of skin,2.1,Rate
Ipeiros,EL54,Total,Males,2015,Malignant melanoma of skin,6.92,Rate
Ipeiros,EL54,Total,Males,2016,Malignant melanoma of skin,0.4,Rate
Ipeiros,EL54,Total,Males,2017,Malignant melanoma of skin,1.97,Rate
Ipeiros,EL54,Total,Males,2018,Malignant melanoma of skin,2.18,Rate
Ipeiros,EL54,Total,Males,2019,Malignant melanoma of skin,1.13,Rate
Ipeiros,EL54,Total,Males,2020,Malignant melanoma of skin,1.01,Rate
Ipeiros,EL54,Total,Males,2013,Malignant neoplasm of breast,1.1,Rate
Ipeiros,EL54,Total,Males,2014,Malignant neoplasm of breast,0.54,Rate
Ipeiros,EL54,Total,Males,2015,Malignant neoplasm of breast,0.83,Rate
Ipeiros,EL54,Total,Males,2017,Malignant neoplasm of breast,1.45,Rate
Ipeiros,EL54,Total,Males,2018,Malignant neoplasm of breast,0.38,Rate
Ipeiros,EL54,Total,Males,2019,Malignant neoplasm of breast,0.61,Rate
Ipeiros,EL54,Total,Males,2020,Malignant neoplasm of breast,1.0,Rate
Ipeiros,EL54,Total,Males,2013,Diabetes mellitus,15.02,Rate
Ipeiros,EL54,Total,Males,2014,Diabetes mellitus,8.57,Rate
Ipeiros,EL54,Total,Males,2015,Diabetes mellitus,9.86,Rate
Ipeiros,EL54,Total,Males,2016,Diabetes mellitus,8.6,Rate
Ipeiros,EL54,Total,Males,2017,Diabetes mellitus,14.1,Rate
Ipeiros,EL54,Total,Males,2018,Diabetes mellitus,15.86,Rate
Ipeiros,EL54,Total,Males,2019,Diabetes mellitus,12.64,Rate
Ipeiros,EL54,Total,Males,2020,Diabetes mellitus,14.65,Rate
Ipeiros,EL54,Total,Males,2013,Mental and behavioural disorders (F00-F99),0.49,Rate
Ipeiros,EL54,Total,Males,2014,Mental and behavioural disorders (F00-F99),1.83,Rate
Ipeiros,EL54,Total,Males,2015,Mental and behavioural disorders (F00-F99),5.4,Rate
Ipeiros,EL54,Total,Males,2016,Mental and behavioural disorders (F00-F99),8.33,Rate
Ipeiros,EL54,Total,Males,2017,Mental and behavioural disorders (F00-F99),4.96,Rate
Ipeiros,EL54,Total,Males,2018,Mental and behavioural disorders (F00-F99),9.2,Rate
Ipeiros,EL54,Total,Males,2019,Mental and behavioural disorders (F00-F99),7.24,Rate
Ipeiros,EL54,Total,Males,2020,Mental and behavioural disorders (F00-F99),13.68,Rate
Ipeiros,EL54,Total,Males,2015,Other mental and behavioural disorders (remainder of F00-F99),1.64,Rate
Ipeiros,EL54,Total,Males,2016,Other mental and behavioural disorders (remainder of F00-F99),0.65,Rate
Ipeiros,EL54,Total,Males,2017,Other mental and behavioural disorders (remainder of F00-F99),1.08,Rate
Ipeiros,EL54,Total,Males,2018,Other mental and behavioural disorders (remainder of F00-F99),1.53,Rate
Ipeiros,EL54,Total,Males,2019,Other mental and behavioural disorders (remainder of F00-F99),0.53,Rate
Ipeiros,EL54,Total,Males,2020,Other mental and behavioural disorders (remainder of F00-F99),1.19,Rate
Ipeiros,EL54,Total,Males,2013,Other ischaemic heart diseases,52.83,Rate
Ipeiros,EL54,Total,Males,2014,Other ischaemic heart diseases,44.52,Rate
Ipeiros,EL54,Total,Males,2015,Other ischaemic heart diseases,48.44,Rate
Ipeiros,EL54,Total,Males,2016,Other ischaemic heart diseases,50.09,Rate
Ipeiros,EL54,Total,Males,2017,Other ischaemic heart diseases,56.21,Rate
Ipeiros,EL54,Total,Males,2018,Other ischaemic heart diseases,57.49,Rate
Ipeiros,EL54,Total,Males,2019,Other ischaemic heart diseases,65.33,Rate
Ipeiros,EL54,Total,Males,2020,Other ischaemic heart diseases,54.23,Rate
Ipeiros,EL54,Total,Males,2013,Acute myocardial infarction including subsequent myocardial infarction,58.72,Rate
Ipeiros,EL54,Total,Males,2014,Acute myocardial infarction including subsequent myocardial infarction,52.15,Rate
Ipeiros,EL54,Total,Males,2015,Acute myocardial infarction including subsequent myocardial infarction,50.18,Rate
Ipeiros,EL54,Total,Males,2016,Acute myocardial infarction including subsequent myocardial infarction,61.4,Rate
Ipeiros,EL54,Total,Males,2017,Acute myocardial infarction including subsequent myocardial infarction,50.77,Rate
Ipeiros,EL54,Total,Males,2018,Acute myocardial infarction including subsequent myocardial infarction,61.0,Rate
Ipeiros,EL54,Total,Males,2019,Acute myocardial infarction including subsequent myocardial infarction,51.91,Rate
Ipeiros,EL54,Total,Males,2020,Acute myocardial infarction including subsequent myocardial infarction,53.29,Rate
Ipeiros,EL54,Total,Males,2013,Cerebrovascular diseases,123.07,Rate
Ipeiros,EL54,Total,Males,2014,Cerebrovascular diseases,111.58,Rate
Ipeiros,EL54,Total,Males,2015,Cerebrovascular diseases,120.3,Rate
Ipeiros,EL54,Total,Males,2016,Cerebrovascular diseases,87.42,Rate
Ipeiros,EL54,Total,Males,2017,Cerebrovascular diseases,102.8,Rate
Ipeiros,EL54,Total,Males,2018,Cerebrovascular diseases,87.94,Rate
Ipeiros,EL54,Total,Males,2019,Cerebrovascular diseases,99.9,Rate
Ipeiros,EL54,Total,Males,2020,Cerebrovascular diseases,92.67,Rate
Ipeiros,EL54,Total,Males,2013,Chronic lower respiratory diseases,26.1,Rate
Ipeiros,EL54,Total,Males,2014,Chronic lower respiratory diseases,31.79,Rate
Ipeiros,EL54,Total,Males,2015,Chronic lower respiratory diseases,30.62,Rate
Ipeiros,EL54,Total,Males,2016,Chronic lower respiratory diseases,25.58,Rate
Ipeiros,EL54,Total,Males,2017,Chronic lower respiratory diseases,20.25,Rate
Ipeiros,EL54,Total,Males,2018,Chronic lower respiratory diseases,26.01,Rate
Ipeiros,EL54,Total,Males,2019,Chronic lower respiratory diseases,23.19,Rate
Ipeiros,EL54,Total,Males,2020,Chronic lower respiratory diseases,28.01,Rate
Ipeiros,EL54,Total,Males,2015,Asthma and status asthmaticus,0.42,Rate
Ipeiros,EL54,65 years or over,Males,2013,All causes of death (A00-Y89) excluding S00-T98,4336.3,Rate
Ipeiros,EL54,65 years or over,Males,2014,All causes of death (A00-Y89) excluding S00-T98,4122.23,Rate
Ipeiros,EL54,65 years or over,Males,2015,All causes of death (A00-Y89) excluding S00-T98,4341.17,Rate
Ipeiros,EL54,65 years or over,Males,2016,All causes of death (A00-Y89) excluding S00-T98,4075.82,Rate
Ipeiros,EL54,65 years or over,Males,2017,All causes of death (A00-Y89) excluding S00-T98,4159.63,Rate
Ipeiros,EL54,65 years or over,Males,2018,All causes of death (A00-Y89) excluding S00-T98,3877.64,Rate
Ipeiros,EL54,65 years or over,Males,2019,All causes of death (A00-Y89) excluding S00-T98,4075.68,Rate
Ipeiros,EL54,65 years or over,Males,2020,All causes of death (A00-Y89) excluding S00-T98,4047.94,Rate
Ipeiros,EL54,65 years or over,Males,2013,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",94.05,Rate
Ipeiros,EL54,65 years or over,Males,2014,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",73.0,Rate
Ipeiros,EL54,65 years or over,Males,2015,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",74.65,Rate
Ipeiros,EL54,65 years or over,Males,2016,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",61.83,Rate
Ipeiros,EL54,65 years or over,Males,2017,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",76.85,Rate
Ipeiros,EL54,65 years or over,Males,2018,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",77.48,Rate
Ipeiros,EL54,65 years or over,Males,2019,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",46.19,Rate
Ipeiros,EL54,65 years or over,Males,2020,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",101.44,Rate
Ipeiros,EL54,65 years or over,Males,2013,"Malignant neoplasm of trachea, bronchus and lung",390.38,Rate
Ipeiros,EL54,65 years or over,Males,2014,"Malignant neoplasm of trachea, bronchus and lung",394.03,Rate
Ipeiros,EL54,65 years or over,Males,2015,"Malignant neoplasm of trachea, bronchus and lung",389.55,Rate
Ipeiros,EL54,65 years or over,Males,2016,"Malignant neoplasm of trachea, bronchus and lung",366.65,Rate
Ipeiros,EL54,65 years or over,Males,2017,"Malignant neoplasm of trachea, bronchus and lung",401.67,Rate
Ipeiros,EL54,65 years or over,Males,2018,"Malignant neoplasm of trachea, bronchus and lung",334.0,Rate
Ipeiros,EL54,65 years or over,Males,2019,"Malignant neoplasm of trachea, bronchus and lung",389.14,Rate
Ipeiros,EL54,65 years or over,Males,2020,"Malignant neoplasm of trachea, bronchus and lung",384.89,Rate
Ipeiros,EL54,65 years or over,Males,2013,Malignant melanoma of skin,5.01,Rate
Ipeiros,EL54,65 years or over,Males,2014,Malignant melanoma of skin,7.88,Rate
Ipeiros,EL54,65 years or over,Males,2015,Malignant melanoma of skin,15.96,Rate
Ipeiros,EL54,65 years or over,Males,2016,Malignant melanoma of skin,2.06,Rate
Ipeiros,EL54,65 years or over,Males,2017,Malignant melanoma of skin,4.03,Rate
Ipeiros,EL54,65 years or over,Males,2018,Malignant melanoma of skin,5.04,Rate
Ipeiros,EL54,65 years or over,Males,2019,Malignant melanoma of skin,2.45,Rate
Ipeiros,EL54,65 years or over,Males,2020,Malignant melanoma of skin,5.18,Rate
Ipeiros,EL54,65 years or over,Males,2013,Malignant neoplasm of breast,2.71,Rate
Ipeiros,EL54,65 years or over,Males,2014,Malignant neoplasm of breast,2.75,Rate
Ipeiros,EL54,65 years or over,Males,2015,Malignant neoplasm of breast,4.25,Rate
Ipeiros,EL54,65 years or over,Males,2017,Malignant neoplasm of breast,4.67,Rate
Ipeiros,EL54,65 years or over,Males,2018,Malignant neoplasm of breast,1.96,Rate
Ipeiros,EL54,65 years or over,Males,2019,Malignant neoplasm of breast,0.0,Rate
Ipeiros,EL54,65 years or over,Males,2020,Malignant neoplasm of breast,2.44,Rate
Ipeiros,EL54,65 years or over,Males,2013,Diabetes mellitus,65.19,Rate
Ipeiros,EL54,65 years or over,Males,2014,Diabetes mellitus,41.13,Rate
Ipeiros,EL54,65 years or over,Males,2015,Diabetes mellitus,50.54,Rate
Ipeiros,EL54,65 years or over,Males,2016,Diabetes mellitus,32.46,Rate
Ipeiros,EL54,65 years or over,Males,2017,Diabetes mellitus,69.03,Rate
Ipeiros,EL54,65 years or over,Males,2018,Diabetes mellitus,67.23,Rate
Ipeiros,EL54,65 years or over,Males,2019,Diabetes mellitus,59.38,Rate
Ipeiros,EL54,65 years or over,Males,2020,Diabetes mellitus,72.07,Rate
Ipeiros,EL54,65 years or over,Males,2013,Mental and behavioural disorders (F00-F99),2.51,Rate
Ipeiros,EL54,65 years or over,Males,2014,Mental and behavioural disorders (F00-F99),9.38,Rate
Ipeiros,EL54,65 years or over,Males,2015,Mental and behavioural disorders (F00-F99),15.56,Rate
Ipeiros,EL54,65 years or over,Males,2016,Mental and behavioural disorders (F00-F99),39.42,Rate
Ipeiros,EL54,65 years or over,Males,2017,Mental and behavioural disorders (F00-F99),22.52,Rate
Ipeiros,EL54,65 years or over,Males,2018,Mental and behavioural disorders (F00-F99),47.18,Rate
Ipeiros,EL54,65 years or over,Males,2019,Mental and behavioural disorders (F00-F99),34.43,Rate
Ipeiros,EL54,65 years or over,Males,2020,Mental and behavioural disorders (F00-F99),61.33,Rate
Ipeiros,EL54,65 years or over,Males,2015,Other mental and behavioural disorders (remainder of F00-F99),2.65,Rate
Ipeiros,EL54,65 years or over,Males,2016,Other mental and behavioural disorders (remainder of F00-F99),0.0,Rate
Ipeiros,EL54,65 years or over,Males,2017,Other mental and behavioural disorders (remainder of F00-F99),2.63,Rate
Ipeiros,EL54,65 years or over,Males,2018,Other mental and behavioural disorders (remainder of F00-F99),7.86,Rate
Ipeiros,EL54,65 years or over,Males,2019,Other mental and behavioural disorders (remainder of F00-F99),0.0,Rate
Ipeiros,EL54,65 years or over,Males,2020,Other mental and behavioural disorders (remainder of F00-F99),0.0,Rate
Ipeiros,EL54,65 years or over,Males,2013,Other ischaemic heart diseases,179.35,Rate
Ipeiros,EL54,65 years or over,Males,2014,Other ischaemic heart diseases,198.1,Rate
Ipeiros,EL54,65 years or over,Males,2015,Other ischaemic heart diseases,195.44,Rate
Ipeiros,EL54,65 years or over,Males,2016,Other ischaemic heart diseases,196.87,Rate
Ipeiros,EL54,65 years or over,Males,2017,Other ischaemic heart diseases,225.48,Rate
Ipeiros,EL54,65 years or over,Males,2018,Other ischaemic heart diseases,243.47,Rate
Ipeiros,EL54,65 years or over,Males,2019,Other ischaemic heart diseases,278.7,Rate
Ipeiros,EL54,65 years or over,Males,2020,Other ischaemic heart diseases,221.85,Rate
Ipeiros,EL54,65 years or over,Males,2013,Acute myocardial infarction including subsequent myocardial infarction,167.49,Rate
Ipeiros,EL54,65 years or over,Males,2014,Acute myocardial infarction including subsequent myocardial infarction,175.75,Rate
Ipeiros,EL54,65 years or over,Males,2015,Acute myocardial infarction including subsequent myocardial infarction,171.64,Rate
Ipeiros,EL54,65 years or over,Males,2016,Acute myocardial infarction including subsequent myocardial infarction,209.38,Rate
Ipeiros,EL54,65 years or over,Males,2017,Acute myocardial infarction including subsequent myocardial infarction,173.61,Rate
Ipeiros,EL54,65 years or over,Males,2018,Acute myocardial infarction including subsequent myocardial infarction,214.94,Rate
Ipeiros,EL54,65 years or over,Males,2019,Acute myocardial infarction including subsequent myocardial infarction,179.44,Rate
Ipeiros,EL54,65 years or over,Males,2020,Acute myocardial infarction including subsequent myocardial infarction,194.23,Rate
Ipeiros,EL54,65 years or over,Males,2013,Cerebrovascular diseases,578.31,Rate
Ipeiros,EL54,65 years or over,Males,2014,Cerebrovascular diseases,526.8,Rate
Ipeiros,EL54,65 years or over,Males,2015,Cerebrovascular diseases,543.93,Rate
Ipeiros,EL54,65 years or over,Males,2016,Cerebrovascular diseases,422.48,Rate
Ipeiros,EL54,65 years or over,Males,2017,Cerebrovascular diseases,491.38,Rate
Ipeiros,EL54,65 years or over,Males,2018,Cerebrovascular diseases,403.5,Rate
Ipeiros,EL54,65 years or over,Males,2019,Cerebrovascular diseases,486.27,Rate
Ipeiros,EL54,65 years or over,Males,2020,Cerebrovascular diseases,439.95,Rate
Ipeiros,EL54,65 years or over,Males,2013,Chronic lower respiratory diseases,125.09,Rate
Ipeiros,EL54,65 years or over,Males,2014,Chronic lower respiratory diseases,156.42,Rate
Ipeiros,EL54,65 years or over,Males,2015,Chronic lower respiratory diseases,154.22,Rate
Ipeiros,EL54,65 years or over,Males,2016,Chronic lower respiratory diseases,128.4,Rate
Ipeiros,EL54,65 years or over,Males,2017,Chronic lower respiratory diseases,92.8,Rate
Ipeiros,EL54,65 years or over,Males,2018,Chronic lower respiratory diseases,127.91,Rate
Ipeiros,EL54,65 years or over,Males,2019,Chronic lower respiratory diseases,115.8,Rate
Ipeiros,EL54,65 years or over,Males,2020,Chronic lower respiratory diseases,138.24,Rate
Ipeiros,EL54,65 years or over,Males,2015,Asthma and status asthmaticus,2.16,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,All causes of death (A00-Y89) excluding S00-T98,255.57,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,All causes of death (A00-Y89) excluding S00-T98,221.38,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,All causes of death (A00-Y89) excluding S00-T98,229.51,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,All causes of death (A00-Y89) excluding S00-T98,228.33,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,All causes of death (A00-Y89) excluding S00-T98,218.41,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,All causes of death (A00-Y89) excluding S00-T98,222.45,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,All causes of death (A00-Y89) excluding S00-T98,196.75,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,All causes of death (A00-Y89) excluding S00-T98,204.88,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",3.67,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",5.05,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",8.37,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",4.21,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",3.58,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",5.64,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",6.12,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,"Malignant neoplasm of colon, rectosigmoid junction, rectum, anus and anal canal",5.85,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,"Malignant neoplasm of trachea, bronchus and lung",32.79,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,"Malignant neoplasm of trachea, bronchus and lung",37.36,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,"Malignant neoplasm of trachea, bronchus and lung",29.35,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,"Malignant neoplasm of trachea, bronchus and lung",24.28,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,"Malignant neoplasm of trachea, bronchus and lung",30.91,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,"Malignant neoplasm of trachea, bronchus and lung",31.84,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,"Malignant neoplasm of trachea, bronchus and lung",23.67,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,"Malignant neoplasm of trachea, bronchus and lung",26.6,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,Malignant melanoma of skin,2.09,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,Malignant melanoma of skin,0.7,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,Malignant melanoma of skin,4.73,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,Malignant melanoma of skin,0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,Malignant melanoma of skin,1.46,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,Malignant melanoma of skin,1.49,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,Malignant melanoma of skin,0.81,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,Malignant melanoma of skin,0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,Malignant neoplasm of breast,0.71,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,Malignant neoplasm of breast,0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,Malignant neoplasm of breast,0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,Malignant neoplasm of breast,0.67,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,Malignant neoplasm of breast,0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,Malignant neoplasm of breast,0.76,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,Malignant neoplasm of breast,0.65,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,Diabetes mellitus,2.87,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,Diabetes mellitus,0.69,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,Diabetes mellitus,0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,Diabetes mellitus,2.81,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,Diabetes mellitus,0.8,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,Diabetes mellitus,3.42,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,Diabetes mellitus,1.31,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,Diabetes mellitus,0.74,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,Mental and behavioural disorders (F00-F99),0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,Mental and behavioural disorders (F00-F99),0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,Mental and behavioural disorders (F00-F99),2.93,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,Mental and behavioural disorders (F00-F99),0.8,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,Mental and behavioural disorders (F00-F99),0.71,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,Mental and behavioural disorders (F00-F99),0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,Mental and behavioural disorders (F00-F99),0.66,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,Mental and behavioural disorders (F00-F99),2.14,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,Other mental and behavioural disorders (remainder of F00-F99),1.4,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,Other mental and behavioural disorders (remainder of F00-F99),0.8,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,Other mental and behavioural disorders (remainder of F00-F99),0.71,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,Other mental and behavioural disorders (remainder of F00-F99),0.0,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,Other mental and behavioural disorders (remainder of F00-F99),0.66,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,Other mental and behavioural disorders (remainder of F00-F99),1.48,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,Other ischaemic heart diseases,22.19,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,Other ischaemic heart diseases,7.32,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,Other ischaemic heart diseases,12.83,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,Other ischaemic heart diseases,14.53,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,Other ischaemic heart diseases,15.21,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,Other ischaemic heart diseases,12.44,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,Other ischaemic heart diseases,13.65,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,Other ischaemic heart diseases,13.63,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,Acute myocardial infarction including subsequent myocardial infarction,32.37,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,Acute myocardial infarction including subsequent myocardial infarction,22.2,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,Acute myocardial infarction including subsequent myocardial infarction,20.75,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,Acute myocardial infarction including subsequent myocardial infarction,25.56,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,Acute myocardial infarction including subsequent myocardial infarction,21.02,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,Acute myocardial infarction including subsequent myocardial infarction,23.71,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,Acute myocardial infarction including subsequent myocardial infarction,21.02,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,Acute myocardial infarction including subsequent myocardial infarction,19.15,Rate
Ipeiros,EL54,Less than 65 years,Males,2013,Cerebrovascular diseases,12.79,Rate
Ipeiros,EL54,Less than 65 years,Males,2014,Cerebrovascular diseases,10.99,Rate
Ipeiros,EL54,Less than 65 years,Males,2015,Cerebrovascular diseases,17.68,Rate
Ipeiros,EL54,Less than 65 years,Males,2016,Cerebrovascular diseases,6.26,Rate
Ipeiros,EL54,Less than 65 years,Males,2017,Cerebrovascular diseases,8.67,Rate
Ipeiros,EL54,Less than 65 years,Males,2018,Cerebrovascular diseases,11.5,Rate
Ipeiros,EL54,Less than 65 years,Males,2019,Cerebrovascular diseases,6.3,Rate
Ipeiros,EL54,Less than 65 years,Males,2020,Cerebrovascular diseases,8.55,Rate
