Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"Germany","NET.DE_HE","Diana Rose","DEHE061","Gießen Westanlage","SPO.DE_DEHE061_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","15.359","ug/m3","77.92","3","Traffic","Urban","8.6686","50.5841","162.0","Gießen                                                                          ","DE057C1                                           ","89802","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_NI","Andreas Hainsch","DENI068","Göttingen-Verkehr","SPO.DE_DENI068_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","17.954","ug/m3","98.91","3","Traffic","Urban","9.9283","51.5302","150.0","Göttingen                                                                       ","DE021C1                                           ","118911","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DENI068&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST104","Domäne Bobbe","SPO.DE_DEST104_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","19.182","ug/m3","98.45","1","Background","Rural","11.8914","51.8373","72.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DEST104&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NI","Andreas Hainsch","DENI028","Eichsfeld","SPO.DE_DENI028_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","15.196","ug/m3","99.32","1","Background","Suburban","10.2385","51.5076","185.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DENI028&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BB","Hannes Brauer","DEBB032","Eisenhüttenstadt","SPO.DE_DEBB032_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","16.201","ug/m3","30.78","1","Industrial","Suburban","14.6382","52.1463","40.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DEBB032&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW074","Niederzier","SPO.DE_DENW074_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","21.113","ug/m3","99.51","1","Industrial","Rural","6.4693","50.8835","105.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DENW074&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE018","Raunheim","SPO.DE_DEHE018_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","16.735","ug/m3","99.38","1","Background","Urban","8.4515","50.0103","90.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DEHE018&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST050","Halle/Nord","SPO.DE_DEST050_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","14.709","ug/m3","77.35","3","Background","Urban","11.9791","51.4962","116.0","Halle an der Saale                                                              ","DE018C1                                           ","238762","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_HE","Diana Rose","DEHE060","Kellerwald","SPO.DE_DEHE060_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2016","12.553","ug/m3","98.20","1","Background","Rural","9.0318","51.1548","483.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA.DE_DEHE060&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_RP","Margit von Döhren","DERP016","Westerwald-Herdorf","SPO.DE_DERP016_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","8.875","ug/m3","94.18","1","Background","Rural","7.9735","50.7668","480.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DERP016&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SN","Martina Strakova","DESN020","Görlitz","SPO.DE_DESN020_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","16.591","ug/m3","98.83","3","Traffic","Urban","14.9740","51.1558","210.0","Görlitz                                                                         ","DE074C1                                           ","55980","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_HE","Diana Rose","DEHE046","Bad Arolsen","SPO.DE_DEHE046_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","10.890","ug/m3","97.86","3","Background","Rural","8.9282","51.4309","343.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DEHE046&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW022","Kehl","SPO.DE_DEBW022_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","16.963","ug/m3","98.54","1","Industrial","Suburban","7.8023","48.5782","136.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEBW022&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_RP","Margit von Döhren","DERP043","Braubach","SPO.DE_DERP043_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","15.685","ug/m3","30.96","1","Industrial","Rural","7.6521","50.2751","85.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DERP043&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_RP","Margit von Döhren","DERP010","Mainz-Parcusstraße","SPO.DE_DERP010_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","18.601","ug/m3","95.42","3","Traffic","Urban","8.2611","50.0010","85.0","Mainz                                                                           ","DE037C1                                           ","218578","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_HE","Diana Rose","DEHE043","Riedstadt","SPO.DE_DEHE043_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","15.815","ug/m3","99.04","1","Background","Rural","8.5168","49.8252","87.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DEHE043&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BY","Susanne Schmid","DEBY033","Landshut/Podewilsstraße","SPO.DE_DEBY033_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2016","19.374","ug/m3","98.65","1","Traffic","Urban","12.1571","48.5398","390.0","Landshut                                                                        ","DE067C1                                           ","73411","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA.DE_DEBY033&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST112","Magdeburg/Guericke-Stra.","SPO.DE_DEST112_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","21.797","ug/m3","99.77","1","Traffic","Urban","11.6319","52.1317","56.0","Magdeburg                                                                       ","DE019C1                                           ","237565","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEST112&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW005","Mannheim-Nord","SPO.DE_DEBW005_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","14.974","ug/m3","99.56","3","Industrial","Suburban","8.4653","49.5441","94.0","Mannheim                                                                        ","DE502C1                                           ","310658","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DEBW005&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SN","Martina Strakova","DESN075","Plauen-Süd","SPO.DE_DESN075_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","15.343","ug/m3","99.55","1","Traffic","Urban","12.1381","50.4861","343.0","Plauen                                                                          ","DE063C1                                           ","64597","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DESN075&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SN","Martina Strakova","DESN001","Annaberg-Buchholz","SPO.DE_DESN001_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2016","14.748","ug/m3","18.03","1","Background","Urban","12.9973","50.5709","545.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA.DE_DESN001&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW009","Heidelberg","SPO.DE_DEBW009_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","17.248","ug/m3","97.19","1","Background","Urban","8.6767","49.4195","112.0","Heidelberg                                                                      ","DE522C1                                           ","161485","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEBW009&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_RP","Margit von Döhren","DERP046","Neuwied-Hermannstraße","SPO.DE_DERP046_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2023","17.908","ug/m3","76.92","3","Traffic","Urban","7.4607","50.4314","61.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW147","Reutlingen Lederstraße-Ost","SPO.DE_DEBW147_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","18.081","ug/m3","99.70","3","Traffic","Urban","9.2108","48.4893","382.0","Reutlingen                                                                      ","DE537C1                                           ","115865","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW031","Schwarzwald-Süd","SPO.DE_DEBW031_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","7.973","ug/m3","98.91","1","Background","Rural","7.7645","47.8099","904.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEBW031&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SH","Dr. Barbara Mathieu-Üffing","DESH022","Flensburg","SPO.DE_DESH022_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","19.296","ug/m3","99.31","1","Traffic","Urban","9.4381","54.7814","15.0","Flensburg                                                                       ","DE052C1                                           ","90164","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DESH022&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_RP","Margit von Döhren","DERP041","Ludwigshafen-Heinigstraße","SPO.DE_DERP041_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2016","24.637","ug/m3","97.08","1","Traffic","Urban","8.4439","49.4785","94.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2016&Year_to=2016&Station=STA.DE_DERP041&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_RP","Margit von Döhren","DERP041","Ludwigshafen-Heinigstraße","SPO.DE_DERP041_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","21.180","ug/m3","98.58","1","Traffic","Urban","8.4439","49.4785","94.0","Ludwigshafen am Rhein                                                           ","DE518C1                                           ","172253","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DERP041&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HH","Anne Merike Fiedler","DEHH015","Hamburg Veddel","SPO.DE_DEHH015_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","23.657","ug/m3","94.26","1","Industrial","Urban","10.0212","53.5233","4.0","Hamburg                                                                         ","DE002C1                                           ","1847253","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DEHH015&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW134","Essen Gladbecker Straße","SPO.DE_DENW134_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","26.377","ug/m3","99.23","1","Traffic","Urban","7.0053","51.4779","50.0","Essen                                                                           ","DE006C1                                           ","582760","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DENW134&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST104","Domäne Bobbe","SPO.DE_DEST104_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","15.208","ug/m3","98.73","1","Background","Rural","11.8914","51.8373","72.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DEST104&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_ST","Torsten Bayer","DEST092","Wittenberg/Dessauer Strasse","SPO.DE_DEST092_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","20.710","ug/m3","98.67","1","Traffic","Urban","12.5983","51.8675","73.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEST092&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_MV","Thomas Draheim","DEMV017","Göhlen","SPO.DE_DEMV017_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","13.834","ug/m3","98.81","3","Background","Rural","11.3630","53.3024","25.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW080","Karlsruhe Reinhold-Frank-Straße","SPO.DE_DEBW080_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2015","21.969","ug/m3","99.73","1","Traffic","Urban","8.3872","49.0080","119.0","Karlsruhe                                                                       ","DE035C1                                           ","312060","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2015&Year_to=2015&Station=STA.DE_DEBW080&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW021","Bottrop-Welheim","SPO.DE_DENW021_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","19.221","ug/m3","99.10","1","Industrial","Urban","6.9769","51.5260","30.0","Bottrop                                                                         ","DE528C1                                           ","117565","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DENW021&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE134","Fulda Zentral","SPO.DE_DEHE134_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","15.407","ug/m3","99.62","1","Background","Urban","9.6802","50.5464","271.0","Fulda                                                                           ","DE065C1                                           ","68635","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DEHE134&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_SN","Martina Strakova","DESN091","Zwickau-Werdauer Str.","SPO.DE_DESN091_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2020","16.866","ug/m3","99.55","1","Traffic","Urban","12.4866","50.7204","267.0","Zwickau                                                                         ","DE544C1                                           ","88690","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2020&Year_to=2020&Station=STA.DE_DESN091&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_HE","Diana Rose","DEHE028","Fürth/Odenwald","SPO.DE_DEHE028_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","10.247","ug/m3","99.55","3","Background","Rural","8.8173","49.6535","484.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_UB","Bryan Hellack","DEUB029","Schmücke","SPO.DE_DEUB029_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2022","10.088","ug/m3","95.39","3","Background","Rural","10.7695","50.6541","937.0","","","","Mixed E1a/validated and E2a/UTD data AQ e-Reporting","11/05/2023 20:43:57",""
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW015","Heilbronn","SPO.DE_DEBW015_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2019","19.368","ug/m3","99.82","1","Background","Urban","9.2248","49.1655","157.0","Heilbronn                                                                       ","DE529C1                                           ","126592","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.DE_DEBW015&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_MV","Thomas Draheim","DEMV019","Güstrow","SPO.DE_DEMV019_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2021","15.223","ug/m3","99.69","3","Background","Urban","12.1755","53.7818","17.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2021&Year_to=2021&Station=STA.DE_DEMV019&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_UB","Bryan Hellack","DEUB029","Schmücke","SPO.DE_DEUB029_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","9.257","ug/m3","99.37","1","Background","Rural","10.7695","50.6541","937.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEUB029&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW246","Lünen Viktoriastraße","SPO.DE_DENW246_PM1_dataGroup3","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","20.695","ug/m3","64.78","1","Industrial","Urban","7.5230","51.6085","54.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DENW246&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_MV","Thomas Draheim","DEMV012","Löcknitz","SPO.DE_DEMV012_PM1_dataGroup1","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2017","17.506","ug/m3","99.85","1","Background","Rural","14.2574","53.5205","17.0","","","","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2017&Year_to=2017&Station=STA.DE_DEMV012&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_NW","Dr. Steffen Freitag","DENW038","Mülheim-Styrum","SPO.DE_DENW038_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","18.643","ug/m3","99.09","1","Background","Urban","6.8651","51.4535","39.0","Mülheim a.d.Ruhr                                                                ","DE022C1                                           ","170632","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DENW038&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Germany","NET.DE_BW","Christiane Lutz-Holzhauer","DEBW019","Ulm","SPO.DE_DEBW019_PM1_dataGroup2","PM10","Particulate matter < 10 µm (aerosol)","P3Y","3 subsequent calendar years mean","2018","17.031","ug/m3","99.82","1","Background","Urban","9.9790","48.3968","481.0","Ulm                                                                             ","DE532C1                                           ","126790","E1a/validated data AQ e-Reporting","11/05/2023 20:43:57","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=DE&CityName=&Pollutant=5&Year_from=2018&Year_to=2018&Station=STA.DE_DEBW019&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
